Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,1,Capital Region, 51-9011,Chemical Equipment Operators and Tenders,130,$58400,$59250,$45790,$64710
10,1,Capital Region, 51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",n/a,$41720,$43310,$29550,$47810
10,1,Capital Region, 51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",120,$36740,$35910,$27230,$41490
10,1,Capital Region, 51-9022,"Grinding and Polishing Workers, Hand",80,$33560,$33880,$19390,$40650
10,1,Capital Region, 51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",800,$50590,$51240,$35480,$58150
10,1,Capital Region, 51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",240,$35320,$32650,$25030,$40460
10,1,Capital Region, 51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",300,$42670,$43680,$31980,$48010
10,1,Capital Region, 51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",50,$44600,$45420,$36370,$48710
10,1,Capital Region, 51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",1100,$44520,$41740,$26550,$53510
10,1,Capital Region, 51-9071,Jewelers and Precious Stone and Metal Workers,n/a,$28660,$23370,$22030,$31970
10,1,Capital Region, 51-9081,Dental Laboratory Technicians,60,$41240,$40850,$26120,$48800
10,1,Capital Region, 51-9082,Medical Appliance Technicians,n/a,$40320,$42320,$30880,$45040
10,1,Capital Region, 51-9083,Ophthalmic Laboratory Technicians,90,$30530,$24100,$20250,$35680
10,1,Capital Region, 51-9111,Packaging and Filling Machine Operators and Tenders,750,$38370,$40260,$25610,$44750
10,1,Capital Region, 51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",100,$40140,$36740,$27220,$46600
10,1,Capital Region, 51-9123,"Painting, Coating, and Decorating Workers",n/a,$29980,$28530,$24000,$32960
10,1,Capital Region, 51-9151,Photographic Process Workers and Processing Machine Operators,50,$32740,$33710,$20620,$38790
10,1,Capital Region, 51-9191,Adhesive Bonding Machine Operators and Tenders,140,$25180,$23910,$19560,$27990
10,1,Capital Region, 51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",n/a,$31150,$24560,$22280,$35580
10,1,Capital Region, 51-9194,Etchers and Engravers,n/a,$28270,$28460,$27970,$28420
10,1,Capital Region, 51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",140,$34830,$34540,$28640,$37930
10,1,Capital Region, 51-9196,"Paper Goods Machine Setters, Operators, and Tenders",880,$40720,$42630,$28690,$46730
10,1,Capital Region, 51-9198,Helpers--Production Workers,530,$31440,$29540,$21290,$36510
10,1,Capital Region, 51-9199,"Production Workers, All Other",140,$36490,$36110,$29440,$40010
10,1,Capital Region, 53-0000,Transportation and Material Moving Occupations,26200,$35390,$33830,$21960,$42100
10,1,Capital Region, 53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",540,$48820,$45210,$29880,$58290
10,1,Capital Region, 53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,620,$58000,$55870,$38000,$68000
10,1,Capital Region, 53-2012,Commercial Pilots,n/a,$108280,$101030,$74580,$125130
10,1,Capital Region, 53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",n/a,$26540,$24720,$21990,$28820
10,1,Capital Region, 53-3021,"Bus Drivers, Transit and Intercity",190,$27580,$26620,$22010,$30360
10,1,Capital Region, 53-3022,"Bus Drivers, School or Special Client",2580,$35870,$34860,$24990,$41310
10,1,Capital Region, 53-3031,Driver/Sales Workers,1490,$32940,$28060,$19330,$39740
10,1,Capital Region, 53-3032,Heavy and Tractor-Trailer Truck Drivers,4750,$42070,$40950,$33940,$46130
10,1,Capital Region, 53-3033,Light Truck or Delivery Services Drivers,2830,$34640,$32110,$21280,$41320
10,1,Capital Region, 53-3041,Taxi Drivers and Chauffeurs,640,$27230,$24600,$20390,$30650
10,1,Capital Region, 53-3099,"Motor Vehicle Operators, All Other",220,$30880,$32130,$19620,$36510
10,1,Capital Region, 53-5021,"Captains, Mates, and Pilots of Water Vessels",n/a,$57550,$54570,$41630,$65510
10,1,Capital Region, 53-6021,Parking Lot Attendants,510,$22880,$21880,$19040,$24800
10,1,Capital Region, 53-6031,Automotive and Watercraft Service Attendants,250,$23260,$21730,$18400,$25680
10,1,Capital Region, 53-6041,Traffic Technicians,70,$59300,$60360,$43350,$67280
10,1,Capital Region, 53-6099,"Transportation Workers, All Other",n/a,$24330,$22630,$19440,$26770
10,1,Capital Region, 53-7011,Conveyor Operators and Tenders,n/a,$37390,$41130,$25120,$43530
10,1,Capital Region, 53-7021,Crane and Tower Operators,70,$46270,$42730,$34590,$52110
10,1,Capital Region, 53-7032,Excavating and Loading Machine and Dragline Operators,170,$57380,$55620,$33390,$69380
10,1,Capital Region, 53-7051,Industrial Truck and Tractor Operators,1150,$38270,$38290,$26910,$43950
10,1,Capital Region, 53-7061,Cleaners of Vehicles and Equipment,1010,$22410,$19760,$18460,$24380
10,1,Capital Region, 53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",6490,$31350,$29690,$20760,$36650
10,1,Capital Region, 53-7064,"Packers and Packagers, Hand",1600,$29310,$26990,$19680,$34130
10,1,Capital Region, 53-7081,Refuse and Recyclable Material Collectors,350,$36390,$35310,$25740,$41720
10,1,Capital Region, 53-7199,"Material Moving Workers, All Other",70,$33310,$35070,$21990,$38960
10,2,Central New York Region, 00-0000,"Total, All Occupations",346640,$46220,$36040,$21160,$58750
10,2,Central New York Region, 11-0000,Management Occupations,15330,$109050,$94750,$59320,$133920
10,2,Central New York Region, 11-1011,Chief Executives,670,$156910,$129050,$86030,
10,2,Central New York Region, 11-1021,General and Operations Managers,5270,$112130,$95330,$54820,$140780
10,2,Central New York Region, 11-1031,Legislators,640,$83340,$85120,$70940,$89540
10,2,Central New York Region, 11-2011,Advertising and Promotions Managers,n/a,$108610,$109040,$53710,$136060
10,2,Central New York Region, 11-2021,Marketing Managers,230,$129100,$108890,$77290,$155010
10,2,Central New York Region, 11-2022,Sales Managers,540,$132980,$124020,$77970,$160480
10,2,Central New York Region, 11-2031,Public Relations and Fundraising Managers,100,$112760,$102720,$68160,$135060
10,2,Central New York Region, 11-3011,Administrative Services Managers,590,$91240,$85280,$59070,$107320
10,2,Central New York Region, 11-3021,Computer and Information Systems Managers,650,$120370,$110810,$77980,$141560
10,2,Central New York Region, 11-3031,Financial Managers,960,$118180,$108060,$67560,$143480
10,2,Central New York Region, 11-3051,Industrial Production Managers,350,$101070,$95140,$66290,$118460
10,2,Central New York Region, 11-3061,Purchasing Managers,140,$113500,$98800,$72980,$133760
10,2,Central New York Region, 11-3071,"Transportation, Storage, and Distribution Managers",140,$91430,$77840,$60350,$106960
10,2,Central New York Region, 11-3111,Compensation and Benefits Managers,n/a,$137120,$144580,$66440,$172460
10,2,Central New York Region, 11-3121,Human Resources Managers,190,$114640,$107530,$74200,$134860
10,2,Central New York Region, 11-3131,Training and Development Managers,70,$122030,$115890,$74340,$145870
10,2,Central New York Region, 11-9021,Construction Managers,480,$85480,$79300,$57730,$99360
10,2,Central New York Region, 11-9031,"Education Administrators, Preschool and Childcare Center/Program",190,$55390,$45120,$33640,$66260
10,2,Central New York Region, 11-9032,"Education Administrators, Elementary and Secondary School",580,$89970,$90640,$67160,$101370
10,2,Central New York Region, 11-9033,"Education Administrators, Postsecondary",720,$125680,$112440,$73740,$151660
10,2,Central New York Region, 11-9039,"Education Administrators, All Other",n/a,$82350,$75020,$42040,$102510
10,2,Central New York Region, 11-9041,Architectural and Engineering Managers,320,$131390,$129300,$91260,$151450
10,2,Central New York Region, 11-9051,Food Service Managers,190,$55370,$51560,$39210,$63450
10,2,Central New York Region, 11-9061,Funeral Service Managers,80,$88480,$88060,$80980,$92230
10,2,Central New York Region, 11-9081,Lodging Managers,50,$72000,$81850,$38240,$88870
10,2,Central New York Region, 11-9111,Medical and Health Services Managers,820,$106710,$92340,$64220,$127950
10,2,Central New York Region, 11-9121,Natural Sciences Managers,130,$108610,$100550,$79770,$123030
10,2,Central New York Region, 11-9131,Postmasters and Mail Superintendents,70,$67770,$67480,$55150,$74070
10,2,Central New York Region, 11-9141,"Property, Real Estate, and Community Association Managers",120,$92370,$76920,$50550,$113280
10,2,Central New York Region, 11-9151,Social and Community Service Managers,380,$68300,$67490,$47090,$78900
10,2,Central New York Region, 11-9161,Emergency Management Directors,n/a,$79260,$71560,$46850,$95460
10,2,Central New York Region, 11-9199,"Managers, All Other",530,$107130,$99510,$55700,$132850
10,2,Central New York Region, 13-0000,Business and Financial Operations Occupations,13620,$67780,$61700,$42360,$80490
10,2,Central New York Region, 13-1021,"Buyers and Purchasing Agents, Farm Products",n/a,$93230,$75940,$42370,$118660
10,2,Central New York Region, 13-1022,"Wholesale and Retail Buyers, Except Farm Products",230,$56110,$50300,$40540,$63890
10,2,Central New York Region, 13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",610,$60660,$57530,$42400,$69800
10,2,Central New York Region, 13-1031,"Claims Adjusters, Examiners, and Investigators",1250,$63980,$63900,$44440,$73740
10,2,Central New York Region, 13-1041,Compliance Officers,650,$63370,$59040,$43980,$73060
10,2,Central New York Region, 13-1051,Cost Estimators,580,$61420,$56630,$37600,$73340
10,2,Central New York Region, 13-1071,Human Resources Specialists,940,$60440,$57210,$40310,$70510
10,2,Central New York Region, 13-1075,Labor Relations Specialists,380,$71590,$62550,$52190,$81290
10,2,Central New York Region, 13-1081,Logisticians,140,$71630,$68480,$50640,$82130
10,2,Central New York Region, 13-1111,Management Analysts,910,$74320,$67570,$46430,$88270
10,2,Central New York Region, 13-1121,"Meeting, Convention, and Event Planners",210,$42910,$38680,$27130,$50800
10,2,Central New York Region, 13-1131,Fundraisers,220,$48210,$46160,$29390,$57620
10,2,Central New York Region, 13-1141,"Compensation, Benefits, and Job Analysis Specialists",210,$62950,$58000,$41370,$73750
10,2,Central New York Region, 13-1151,Training and Development Specialists,590,$65160,$59830,$38360,$78570
10,2,Central New York Region, 13-1161,Market Research Analysts and Marketing Specialists,960,$63540,$57060,$37390,$76620
10,2,Central New York Region, 13-1199,"Business Operations Specialists, All Other",830,$72540,$70290,$46790,$85410
10,2,Central New York Region, 13-2011,Accountants and Auditors,2620,$72490,$63520,$47740,$84870
10,2,Central New York Region, 13-2021,Appraisers and Assessors of Real Estate,140,$52020,$51150,$39640,$58210
10,2,Central New York Region, 13-2031,Budget Analysts,70,$62950,$59910,$43990,$72430
10,2,Central New York Region, 13-2041,Credit Analysts,140,$88740,$77880,$48920,$108650
10,2,Central New York Region, 13-2051,Financial Analysts,390,$79690,$75980,$54100,$92480
10,2,Central New York Region, 13-2052,Personal Financial Advisors,350,$97370,$87450,$46060,$123030
10,2,Central New York Region, 13-2053,Insurance Underwriters,290,$77040,$76950,$52430,$89350
10,2,Central New York Region, 13-2061,Financial Examiners,60,$103100,$92970,$58960,$125170
10,2,Central New York Region, 13-2071,Credit Counselors,n/a,$47510,$41780,$32820,$54860
10,2,Central New York Region, 13-2072,Loan Officers,350,$72040,$62130,$43040,$86550
10,2,Central New York Region, 13-2081,"Tax Examiners and Collectors, and Revenue Agents",140,$61960,$57990,$40920,$72480
10,2,Central New York Region, 13-2082,Tax Preparers,180,$49510,$36250,$25320,$61600
10,2,Central New York Region, 13-2099,"Financial Specialists, All Other",90,$69490,$66400,$43500,$82490
10,2,Central New York Region, 15-0000,Computer and Mathematical Occupations,6660,$73590,$68690,$43920,$88430
10,2,Central New York Region, 15-1111,Computer and Information Research Scientists,n/a,$75480,$69360,$48760,$88840
10,2,Central New York Region, 15-1121,Computer Systems Analysts,680,$71790,$67220,$52290,$81540
10,2,Central New York Region, 15-1122,Information Security Analysts,70,$90090,$82430,$53250,$108500
10,2,Central New York Region, 15-1131,Computer Programmers,530,$71160,$69650,$50940,$81270
10,2,Central New York Region, 15-1132,"Software Developers, Applications",1060,$94190,$87320,$60200,$111190
10,2,Central New York Region, 15-1133,"Software Developers, Systems Software",780,$94960,$90950,$64200,$110340
10,2,Central New York Region, 15-1134,Web Developers,190,$54240,$46350,$35010,$63860
10,2,Central New York Region, 15-1141,Database Administrators,140,$63820,$58520,$43480,$73990
10,2,Central New York Region, 15-1142,Network and Computer Systems Administrators,680,$68350,$66180,$46400,$79330
10,2,Central New York Region, 15-1143,Computer Network Architects,270,$100370,$92900,$59840,$120640
10,2,Central New York Region, 15-1151,Computer User Support Specialists,1550,$51650,$48130,$31730,$61610
10,2,Central New York Region, 15-1152,Computer Network Support Specialists,260,$61480,$51110,$40640,$71890
10,2,Central New York Region, 15-1199,"Computer Occupations, All Other",240,$74710,$70480,$54470,$84840
10,2,Central New York Region, 15-2011,Actuaries,60,$90030,$75530,$49390,$110350
10,2,Central New York Region, 15-2031,Operations Research Analysts,70,$70550,$70750,$55070,$78300
10,2,Central New York Region, 17-0000,Architecture and Engineering Occupations,5560,$74760,$72080,$46720,$88790
10,2,Central New York Region, 17-1011,"Architects, Except Landscape and Naval",240,$93860,$80150,$56550,$112520
10,2,Central New York Region, 17-1012,Landscape Architects,60,$65640,$63110,$52610,$72160
10,2,Central New York Region, 17-1021,Cartographers and Photogrammetrists,n/a,$66530,$62820,$48990,$75300
10,2,Central New York Region, 17-1022,Surveyors,n/a,$52240,$50890,$34360,$61180
10,2,Central New York Region, 17-2041,Chemical Engineers,n/a,$106570,$108850,$73820,$122950
10,2,Central New York Region, 17-2051,Civil Engineers,560,$81750,$78020,$59080,$93080
10,2,Central New York Region, 17-2061,Computer Hardware Engineers,130,$92810,$90610,$61540,$108440
10,2,Central New York Region, 17-2071,Electrical Engineers,580,$87600,$86960,$63680,$99560
10,2,Central New York Region, 17-2072,"Electronics Engineers, Except Computer",220,$77690,$73220,$54330,$89380
10,2,Central New York Region, 17-2081,Environmental Engineers,220,$77540,$76010,$56840,$87890
10,2,Central New York Region, 17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",n/a,$85330,$84790,$59470,$98260
10,2,Central New York Region, 17-2112,Industrial Engineers,600,$77260,$75950,$55740,$88010
10,2,Central New York Region, 17-2131,Materials Engineers,50,$82190,$78450,$64950,$90810
10,2,Central New York Region, 17-2141,Mechanical Engineers,720,$81960,$79430,$58030,$93920
10,2,Central New York Region, 17-3011,Architectural and Civil Drafters,230,$56140,$54490,$40120,$64150
10,2,Central New York Region, 17-3012,Electrical and Electronics Drafters,150,$55310,$54020,$38750,$63590
10,2,Central New York Region, 17-3013,Mechanical Drafters,260,$54530,$53740,$37130,$63230
10,2,Central New York Region, 17-3019,"Drafters, All Other",50,$46010,$43740,$29960,$54030
10,2,Central New York Region, 17-3021,Aerospace Engineering and Operations Technicians,n/a,$57700,$63450,$39460,$66820
10,2,Central New York Region, 17-3022,Civil Engineering Technicians,110,$55740,$55130,$33840,$66690
10,2,Central New York Region, 17-3023,Electrical and Electronic Engineering Technicians,330,$58420,$56490,$36650,$69300
10,2,Central New York Region, 17-3025,Environmental Engineering Technicians,50,$39060,$38980,$27680,$44760
10,2,Central New York Region, 17-3026,Industrial Engineering Technicians,80,$53540,$48680,$32210,$64200
10,2,Central New York Region, 17-3027,Mechanical Engineering Technicians,200,$51650,$50520,$37070,$58950
10,2,Central New York Region, 17-3029,"Engineering Technicians, Except Drafters, All Other",110,$58570,$54820,$40040,$67840
10,2,Central New York Region, 17-3031,Surveying and Mapping Technicians,100,$39160,$38090,$28620,$44440
10,2,Central New York Region, 19-0000,"Life, Physical, and Social Science Occupations",3820,$66840,$55070,$30680,$84920
10,2,Central New York Region, 19-1022,Microbiologists,430,$65140,$52030,$37950,$78730
10,2,Central New York Region, 19-1023,Zoologists and Wildlife Biologists,n/a,$69090,$68830,$56340,$75470
10,2,Central New York Region, 19-1029,"Biological Scientists, All Other",n/a,$64700,$70560,$41050,$76520
10,2,Central New York Region, 19-1031,Conservation Scientists,n/a,$59920,$49630,$45040,$67360
10,2,Central New York Region, 19-1032,Foresters,n/a,$69770,$69400,$61160,$74070
10,2,Central New York Region, 19-1099,"Life Scientists, All Other",n/a,$71740,$82590,$43930,$85640
10,2,Central New York Region, 19-2012,Physicists,n/a,$124000,$106400,$87290,$142350
10,2,Central New York Region, 19-2031,Chemists,150,$72350,$66860,$45180,$85930
10,2,Central New York Region, 19-2041,"Environmental Scientists and Specialists, Including Health",210,$70550,$66540,$43200,$84220
10,2,Central New York Region, 19-2042,"Geoscientists, Except Hydrologists and Geographers",50,$71910,$68080,$46720,$84510
10,2,Central New York Region, 19-2043,Hydrologists,n/a,$109010,$96460,$63660,$131690
10,2,Central New York Region, 19-2099,"Physical Scientists, All Other",n/a,$56980,$54810,$42700,$64120
10,2,Central New York Region, 19-3011,Economists,n/a,$108580,$94870,$61560,$132090
10,2,Central New York Region, 19-3031,"Clinical, Counseling, and School Psychologists",590,$73700,$67640,$51890,$84600
10,2,Central New York Region, 19-3051,Urban and Regional Planners,90,$50770,$44690,$33970,$59170
