LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE
0000651281-0001-1,HST CORP,BEAR PIT,10825 SEPULVEDA BLVD,MISSION HILLS,91345-1410,10825 SEPULVEDA 91345-1410,POST OFFICE BOX #8535,MISSION HILLS,91346-8535,722110,Full-service restaurants,7,11/1/1962
0000101266-0001-7,MORISHITA ENTERPRISES INC,SUSHI GO 55,333 S ALAMEDA STREET #317,LOS ANGELES,90013-1735,333 ALAMEDA 90013-1735,,,,722110,Full-service restaurants,9,9/1/2004
0002681008-0003-1,FIVE GUYS OPERATIONS LLC,FIVE GUYS BURGER AND FRIES,5550 WILSHIRE BLVD SUITE #D,LOS ANGELES,90036-3809,5550 WILSHIRE 90036-3809,10718 RICHMOND HIGHWAY,LORTON,22079-2622,722110,Full-service restaurants,4,2/27/2013
0002476460-0001-2,BOTTLE SERVICE INC,PONCHIK FACTORY,6601 W SUNSET BLVD,LOS ANGELES,90028-7103,6601 SUNSET 90028-7103,,,,722110,Full-service restaurants,13,12/21/2009
0002527996-0002-1,SANTO GRANO INC,CAFE AROMA,1015 CROCKER STREET #S-2,LOS ANGELES,90021-2051,1015 CROCKER 90021-2051,,,,722110,Full-service restaurants,14,5/16/2011
0002459533-0001-2,MARIA ILDA RAMOS AMAYA,CHAPALA SPORTS BAR,3130 E OLYMPIC BLVD,LOS ANGELES,90023-3602,3130 OLYMPIC 90023-3602,6610 GARDENIA AVENUE,LONG BEACH,90805-1655,722110,Full-service restaurants,14,8/20/2009
0000584423-0001-0,JUAN CARLOS PRECIADO RUIZ,MARISCOS 4 VIENTOS,2974 SUSSEX LANE,LOS ANGELES,90023-2715,2974 SUSSEX 90023-2715,,,,722110,Full-service restaurants,14,1/1/2002
0002549968-0001-8,GS & L INC,MYUNG DONG DONKASU,698 S VERMONT AVENUE #111,LOS ANGELES,90005-4721,698 VERMONT 90005-4721,,,,722110,Full-service restaurants,10,4/1/2011
0000950420-0001-0,SPARK I LLC,SPARK WOODFIRE COOKING,11801 VENTURA BLVD,STUDIO CITY,91604-2618,11801 VENTURA 91604-2618,,,,722110,Full-service restaurants,2,5/1/1999
0000038095-0001-1,STARBUCKS CORPORATION,STARBUCKS COFFEE #5861,19759 RINALDI STREET,PORTER RANCH,91326-4143,19759 RINALDI 91326-4143,POST OFFICE BOX #34442,SEATTLE,98124-1442,722110,Full-service restaurants,12,6/9/2001
0000177090-0004-7,JERRYS FAMOUS DELI INC,,21857 VENTURA BLVD,WOODLAND HILLS,91364-1838,21857 VENTURA 91364-1838,12711 VENTURA BLVD #400,STUDIO CITY,91604-2456,722110,Full-service restaurants,3,7/1/1996
0000039132-0001-1,EL TACO LLAMA INC,EL TACO LLAMA,11511 SHERMAN WAY,N HOLLYWOOD,91605-5828,11511 SHERMAN 91605-5828,,,,722110,Full-service restaurants,2,2/1/1995
0002690316-0001-3,HARKIRAN INC,INDIA'S GRILL,428 S SAN VICENTE BLVD,LOS ANGELES,90048-4108,428 SAN VICENTE 90048-4108,,,,722110,Full-service restaurants,5,7/3/2013
0002572385-0001-1,BLAZIN WINGS INC,BUFFALO WILD WINGS,7060 HOLLYWOOD BLVD,LOS ANGELES,90028-6014,7060 HOLLYWOOD 90028-6014,5500 WAYZATA BLVD SUITE #1600,MINNEAPOLIS,55416-1237,722110,Full-service restaurants,13,12/5/2011
0000016257-0001-5,WESTWOOD CORPORATE FOODS INC,,300 S GRAND AVENUE #3600,LOS ANGELES,90071-3146,300 GRAND 90071-3146,1455 WESTWOOD BLVD,LOS ANGELES,90024-4911,722110,Full-service restaurants,14,10/1/1992
0002646126-0001-2,MANDARIN KITCHEN WESTWOOD,MANDARIN KITCHEN,1822 WESTWOOD BLVD,LOS ANGELES,90025-4612,1822 WESTWOOD 90025-4612,,,,722110,Full-service restaurants,5,11/5/2012
0000237920-0001-1,CHINESE FRIENDS RESTAURANT INC,,984 N BROADWAY,LOS ANGELES,90012-1707,984 BROADWAY 90012-1707,,,,722110,Full-service restaurants,1,12/1/1972
0000957050-0001-9,KAYA RESTAURANT INC,KAYA SUSHI RESTAURANT,13400 WASHINGTON BLVD #102,MARINA DEL REY,90292-5632,13400 WASHINGTON 90292-5632,,,,722110,Full-service restaurants,0,4/1/1999
0002169169-0001-8,GWN ENTERPRISES LLC,SHILO'S,8939 W PICO BLVD,LOS ANGELES,90035-3332,8939 PICO 90035-3332,260 S BEVERLY DRIVE UNIT #203,BEVERLY HILLS,90212-3812,722110,Full-service restaurants,5,5/19/2006
0000316339-0001-1,MANDARIN DELI CORPORATION,MANDARIN DELI RESTAURANT,9305 RESEDA BLVD,NORTHRIDGE,91324-2927,9305 RESEDA 91324-2927,,,,722110,Full-service restaurants,12,7/1/1995
0000202951-0001-1,MEIJANE LEE,THE GOURMET PIZZERIA,404 S FIGUEROA STREET #419,LOS ANGELES,90071-1797,404 FIGUEROA 90071-1797,,,,722110,Full-service restaurants,14,6/5/1995
0000631418-0001-1,WANTANA JALANUGRAHA,FORTUNE HOUSE,7600 BALBOA BLVD,VAN NUYS,91406-2202,7600 BALBOA 91406-2202,,,,722110,Full-service restaurants,6,2/29/1988
0000268193-0001-1,HOOSHANG TAFAZOLI,WOODLAND HILLS TACO BELL,23275 MULHOLLAND DRIVE,WOODLAND HILLS,91364-2732,23275 MULHOLLAND 91364-2732,POST OFFICE BOX #4842,THOUSAND OAKS,91359-1842,722110,Full-service restaurants,3,8/23/1995
0000967384-0003-5,AKA HOTELS LLC,,5615 HOLLYWOOD BLVD,LOS ANGELES,90028-6809,5615 HOLLYWOOD 90028-6809,5601 HOLLYWOOD BLVD,LOS ANGELES,90028-6809,722110,Full-service restaurants,13,5/1/2010
0000608358-0001-9,TEN MAG LLC,NOBAR,10622 MAGNOLIA BLVD,N HOLLYWOOD,91601-4052,10622 MAGNOLIA 91601-4052,,,,722110,Full-service restaurants,2,9/19/2003
0002548288-0001-1,BALDWIN HOLDINGS INC,POST & BEAM RESTAURANT,3767 SANTA ROSALIA DRIVE,LOS ANGELES,90008-3603,3767 SANTA ROSALIA 90008-3603,17757 TRAMONTO DRIVE,PACIFIC PALISADES,90272-3134,722110,Full-service restaurants,8,1/1/2011
0000054319-0019-1,IN-N-OUT BURGERS A CALIFORNIA CORPORATION,IN-N-OUT BURGER # 208,8830 TAMPA AVENUE,NORTHRIDGE,91324-3519,8830 TAMPA 91324-3519,4199 CAMPUS DRIVE FLOOR #9TH,IRVINE,92612-8604,722110,Full-service restaurants,12,8/7/2007
0002586430-0001-3,SK3 SISTERS INC,IZAKAYA M,13573 VENTURA BLVD,SHERMAN OAKS,91423-3825,13573 VENTURA 91423-3825,,,,722110,Full-service restaurants,4,5/1/2011
0000732983-0001-7,ANDRANIK BOGHARYAN,ANI ICE CREAM,1812 N WILTON PLACE #7,LOS ANGELES,90028-5727,1812 WILTON 90028-5727,,,,722110,Full-service restaurants,13,1/2/2003
0002701188-0001-7,"CISNEROS RESTAURANTS, INC",MISSION BURRITO W.H.,22744 ROSCOE BLVD,WEST HILLS,91304-3350,22744 ROSCOE 91304-3350,POST OFFICE BOX #20280,BAKERSFIELD,93390-0280,722110,Full-service restaurants,12,9/10/2013
0000885573-0001-0,HERLINDA REDA,INEZ ICE CREAM VAN,10261 E AVENUE S8,LITTLEROCK,93543-2002,10261 AVENUE S8 93543-2002,10261 E AVENUE S8,LITTLEROCK,93543-2002,722110,Full-service restaurants,0,4/29/2003
0002397704-0001-8,JASMIN CITY INC,SHABUYO,356 1/2 E 2ND STREET,LOS ANGELES,90012-4203,356 2ND 90012-4203,,,,722110,Full-service restaurants,14,1/1/2009
0002244432-0001-6,TVI ENTERPRISES LLC,THE VILLIAGE IDIOT,7383 MELROSE AVENUE,LOS ANGELES,90046-7526,7383 MELROSE 90046-7526,,,,722110,Full-service restaurants,5,1/1/2007
0002622433-0001-5,DOWNTOWN RESTAURANT INC,BADMAASH,108 W 2ND STREET UNIT #104,LOS ANGELES,90012-1585,108 2ND 90012-1585,108 W 2ND STREET UNIT #104,LOS ANGELES,90012-1585,722110,Full-service restaurants,14,4/19/2013
0000587510-0001-2,SETSUKO TOGAMI KATAOKA/HITOSHI KATAOKA,ECHIGO,12217 SANTA MONICA BLVD #201,LOS ANGELES,90025-2589,12217 SANTA MONICA 90025-2589,,,,722110,Full-service restaurants,11,2/1/2002
0002706342-0001-8,JC'S FAMOUS PIZZA,,14059 VICTORY BLVD,VAN NUYS,91401-2225,14059 VICTORY 91401-2225,,,,722110,Full-service restaurants,2,1/1/2005
0000037441-0001-1,CANTERS FAIRFAX /C,,419 N FAIRFAX AVENUE,LOS ANGELES,90036-1716,419 FAIRFAX 90036-1716,,,,722110,Full-service restaurants,5,5/1/1949
0000536837-0001-7,KARAMPAL SINGH,SUBWAY,509 WASHINGTON BLVD,MARINA DEL REY,90292-5420,509 WASHINGTON 90292-5420,,,,722110,Full-service restaurants,11,10/1/1997
0000957670-0001-5,P R PERNECKY MANAGEMENT CORP,MCDONALD'S,4947 HUNTINGTON DRIVE N,LOS ANGELES,90032-1643,4947 HUNTINGTON 90032-1643,600 S LAKE AVENUE SUITE #308,PASADENA,91106-3955,722110,Full-service restaurants,14,3/1/1999
0000768923-0001-8,FARHOUD SAYAHNEJAD,POCKETS SANDWICH SHOPS,9840 TOPANGA CANYON BLVD #C,CHATSWORTH,91311-4008,9840 TOPANGA CANYON 91311-4008,,,,722110,Full-service restaurants,12,5/18/1990
0000027426-0001-0,WOODY PHILLIPS ENTERPRISES INC,WOODY'S BAR-B-Q,3446 W SLAUSON AVENUE,LOS ANGELES,90043-2426,3446 SLAUSON 90043-2426,3436 W SLAUSON AVENUE,LOS ANGELES,90043-2426,722110,Full-service restaurants,8,6/1/1975
0002720970-0001-8,CHAU AN NGO,,4130 FILHURST AVENUE,BALDWIN PARK,91706-2808,4130 FILHURST 91706-2808,,,,722110,Full-service restaurants,0,1/2/2014
0000932070-0001-7,CIUDAD LA LLC,BORDER GRILL DOWNTOWN LA,445 S FIGUEROA STREET #100,LOS ANGELES,90071-1622,445 FIGUEROA 90071-1622,445 S FIGUEROA STREET SUITE #B1-15,LOS ANGELES,90071-1602,722110,Full-service restaurants,14,10/1/1998
0002492771-0001-9,PIAZZA ST PAUL'S INC,CUCINA RUSTICA,888 WILSHIRE BLVD,LOS ANGELES,90017-2668,888 WILSHIRE 90017-2668,,,,722110,Full-service restaurants,14,3/19/2010
0000761323-0001-8,"FBM, INC",PAGODA INN,19348 RINALDI STREET,NORTHRIDGE,91326-1607,19348 RINALDI 91326-1607,,,,722110,Full-service restaurants,12,11/1/2002
0002241546-0001-4,"EL COMPADRE RESTAURANTE, INC.",EL COMPADRE RESTAURANT,8440 SUNLAND BLVD,SUN VALLEY,91352-3436,8440 SUNLAND 91352-3436,,,,722110,Full-service restaurants,6,3/30/2007
0002636880-0001-8,HWANG GROUPS INC,SPOON BY H,7158 BEVERLY BLVD,LOS ANGELES,90036-2547,7158 BEVERLY 90036-2547,,,,722110,Full-service restaurants,5,9/21/2012
0002691256-0001-7,JESUS ALBERTO LOPEZ MURILLO,SINALOA EXPRESS,5373 ALHAMBRA AVENUE,LOS ANGELES,90032-3411,5373 ALHAMBRA 90032-3411,7915  1/2 SEVILLE AVENUE,HUNTINGTON PARK,90255-6803,722110,Full-service restaurants,14,7/10/2013
0000975813-0001-1,OLTON JACOBSON GROUP INC ET AL,CHICAGO FOR RIBS SAN PEDRO,1637 W 25TH STREET,SAN PEDRO,90732-4301,1637 25TH 90732-4301,16 NARCISSA DRIVE,RANCHO PALOS VERDES,90275-5929,722110,Full-service restaurants,15,5/1/2000
0000060600-0004-1,PACIFIC PJ LLC,PAPA JOHNS PIZZA,11841 WILSHIRE BLVD,LOS ANGELES,90025-6601,11841 WILSHIRE 90025-6601,500 E CARSON PLAZA DRIVE SUITE #202,CARSON,90746-7329,722110,Full-service restaurants,11,7/2/2002
0000536884-0002-0,JUNG SHIK KONG,HOLA POLLA,2024 W 7TH STREET,LOS ANGELES,90057-4022,2024 7TH 90057-4022,443 S OAKHURST DRIVE APARTMENT #104,BEVERLY HILLS,90212-4703,722110,Full-service restaurants,1,4/1/2010
0000824844-0001-2,SHIGERU KUDO,SHIBUCHO,3114 BEVERLY BLVD,LOS ANGELES,90057-1016,3114 BEVERLY 90057,,,,722110,Full-service restaurants,13,11/14/1990
0002598350-0002-1,WON HUA INC,,233 S VERMONT AVENUE,LOS ANGELES,90004-5906,233 VERMONT 90004-5906,,,,722110,Full-service restaurants,13,3/6/2014
0000645986-0001-3,MIWOO INC,ROSCOE JR MARKET,20925 ROSCOE BLVD,CANOGA PARK,91304-4373,20925 ROSCOE 91304-4373,20925 ROSCOE BLVD,CANOGA PARK,91304-4373,722110,Full-service restaurants,3,7/8/2002
0002749830-0001-3,JOSE CRUZ,IL MACCHIATO,312 W 5TH STREET #R-105,LOS ANGELES,90013-1900,312 5TH 90013-1900,177 N ALEXANDRIA AVENUE #A,LOS ANGELES,90004-6298,722110,Full-service restaurants,14,5/6/2014
0000619071-0001-3,LA PIZZA LOCA INC,LA PIZZA LOCA INC #7,2924 E CESAR E CHAVEZ AVENUE UNIT #7,LOS ANGELES,90033-3110,2924 CESAR E CHAVEZ 90033-3110,9550 FIRESTONE BLVD SUITE #105,DOWNEY,90241-5560,722110,Full-service restaurants,14,11/1/1987
0002614818-0001-1,FASHION CANAL,TRIMANA,1200 W 7TH STREET,LOS ANGELES,90017-2349,1200 7TH 90017-2349,,,,722110,Full-service restaurants,1,5/15/2012
0000011210-0006-3,KING TACO RESTAURANT INC,KING TACO #10,2020 W PICO BLVD,LOS ANGELES,90006-5011,2020 PICO 90006-5011,6055 E WASHINGTON BLVD SUITE #700,COMMERCE,90040-2428,722110,Full-service restaurants,1,5/1/1984
0000045948-0001-5,OLYMPIC KOREAN RICE CAKE INC,OLYMPIC KOREAN BAKERY,3110 W OLYMPIC BLVD,LOS ANGELES,90006-2414,3110 OLYMPIC 90006-2414,,,,722110,Full-service restaurants,10,11/6/1992
0002661979-0001-6,SANG KUK HAN,CHO MAK,357 S WESTERN AVENUE #101,LOS ANGELES,90020-3832,357 WESTERN 90020-3832,,,,722110,Full-service restaurants,10,2/19/2013
0000423045-0001-2,MARIA JESUS MANCILLA,EL PARIAN,1528 W PICO BLVD,LOS ANGELES,90015-2408,1528 PICO 90015,,,,722110,Full-service restaurants,1,11/1/1982
0000399414-0001-2,SUDWAL BROTHERS INC,SUBWAY #14730,1606 PACIFIC AVENUE,VENICE,90291-3614,1606 PACIFIC 90291-3614,,,,722110,Full-service restaurants,11,1/1/1996
0002592617-0001-1,YESSALBI CORPORATION,,2500 W 8TH STREET #102-103,LOS ANGELES,90057-3860,2500 8TH 90057-3860,,,,722110,Full-service restaurants,1,1/5/2012
0002673834-0001-1,X LANES LLC,X LANES,333 S ALAMEDA STREET UNIT #300,LOS ANGELES,90013-1382,333 ALAMEDA 90013-1382,,,,722110,Full-service restaurants,14,4/5/2013
0000054319-0015-9,IN-N-OUT BURGERS A CALIFORNIA CORPORATION,IN-N-OUT BURGER # 151 | IN-N-OUT BURGER #151,1090 N WESTERN AVENUE,SAN PEDRO,90732-2428,1090 WESTERN 90732-2428,4199 CAMPUS DRIVE FLOOR #9TH,IRVINE,92612-8604,722110,Full-service restaurants,15,6/13/2001
0002546481-0001-1,STREAMLINE FISH FARM INC,,20050 VANOWEN STREET SUITE #J,WINNETKA,91306-3943,20050 VANOWEN 91306-3943,,,,722110,Full-service restaurants,3,7/1/2010
0000602790-0001-6,DOMITILA COVARUBIAS,EL INDIOS RESTAURANT,22816 S WESTERN AVENUE,TORRANCE,90501-5110,22816 WESTERN 90501-5110,,,,722110,Full-service restaurants,15,7/1/1987
0000167584-0001-1,DONG IL JANG REST INC,DONG IL JANG,3455 W 8TH STREET,LOS ANGELES,90005-2517,3455 8TH 90005-2517,,,,722110,Full-service restaurants,10,1/1/1979
0000712013-0001-5,SPORTSWALK CAFE INC,J TRANIS RISTORANTE,584 W 9TH STREET,SAN PEDRO,90731-3106,584 9TH 90731-3106,,,,722110,Full-service restaurants,15,2/1/1990
0000725783-0001-6,SIVLAI CHUNG,JOLLY DONUTS,20901 ROSCOE BLVD,CANOGA PARK,91304-4309,20901 ROSCOE 91304-4309,,,,722110,Full-service restaurants,3,7/1/2004
0000021292-0001-7,WISE FOOD INC,POPEYES CHICKEN #3375,2000 MARENGO STREET,LOS ANGELES,90033-1377,2000 MARENGO 90033-1377,,,,722110,Full-service restaurants,14,2/2/1992
0000476463-0001-7,ANA ISABEL RODRIGUEZ,RANCHEROS TACOS I,8447 SUNLAND BLVD,SUN VALLEY,91352-3437,8447 SUNLAND 91352-3437,,,,722110,Full-service restaurants,6,2/10/1997
0002743819-0001-3,OSTERIA LA BUCA II LLC,OSTERIA LA BUCA,5210 MELROSE AVENUE,LOS ANGELES,90038-3145,5210 MELROSE 90038-3145,,,,722110,Full-service restaurants,4,4/9/2014
0002753955-0001-4,MED CAFE CORP,,20 WASHINGTON BLVD,MARINA DEL REY,90292-5124,20 WASHINGTON 90292-5124,,,,722110,Full-service restaurants,11,2/1/2014
0000270973-0001-7,JUAN L VARGAS,MI QUERIDO PULGARCITO RESTAURANT,727 S ALVARADO STREET,LOS ANGELES,90057-4021,727 ALVARADO 90057-4021,,,,722110,Full-service restaurants,1,8/14/1995
0002773009-0001-3,THE HISTORIC BAR INC,,5168 MELROSE AVENUE,LOS ANGELES,90038-4117,5168 MELROSE 90038-4117,5174 MELROSE AVENUE,LOS ANGELES,90038-4117,722110,Full-service restaurants,4,5/1/2015
0000938920-0001-6,NONGNUCH PHIMMASONE,,4273 BEVERLY BLVD,LOS ANGELES,90004-4415,4273 BEVERLY 90004-4415,,,,722110,Full-service restaurants,10,1/2/1999
0002691848-0001-1,C & S GROUP INC,MY HOUSE,3869 WILSHIRE BLVD,LOS ANGELES,90010-3202,3869 WILSHIRE 90010-3202,POST OFFICE BOX #76500,LOS ANGELES,90076-0500,722110,Full-service restaurants,10,3/5/2014
0000776611-0001-2,JOSE RUISECO,JOLLY BURRITO,726 S PACIFIC AVENUE,SAN PEDRO,90731-3204,726 PACIFIC 90731-3204,,,,722110,Full-service restaurants,15,4/1/1990
0000688557-0001-1,LISA HOONAM LEE,CAPPUCCINOS | CAPPUCCINOS'S,6380 WILSHIRE BLVD #130,LOS ANGELES,90048-5009,6380 WILSHIRE 90048-5009,,,,722110,Full-service restaurants,5,8/15/2002
0002770814-0001-8,LILIANA V ALDANA BAUTISTA,VICTOR SOUL FOOD,8120 AVALON BLVD,LOS ANGELES,90003-3123,8120 AVALON 90003-3123,,,,722110,Full-service restaurants,9,8/25/2014
0000535371-0001-6,OLDTYME FREEZE INC.,FOSTERS' FREEZE,603 W PACIFIC COAST HIGHWAY,WILMINGTON,90744-2545,603 PACIFIC COAST 90744-2545,,,,722110,Full-service restaurants,15,2/13/1998
0002699750-0001-9,ATWATER VILLAGE GROUP INC,LINK N HOPS,3111 GLENDALE BLVD UNIT #C,LOS ANGELES,90039-1841,3111 GLENDALE 90039-1841,,,,722110,Full-service restaurants,13,8/1/2012
0002715075-0001-7,MANUEL VALENTIN AYON,,2631 WHITTIER BLVD,LOS ANGELES,90023-1446,2631 WHITTIER 90023-1446,,,,722110,Full-service restaurants,14,11/18/2013
0000460603-0001-1,REYNALDO PEREZ,EL TARASCO CAFE,2130 S SAN PEDRO STREET,LOS ANGELES,90011-1126,2130 SAN PEDRO 90011-1126,,,,722110,Full-service restaurants,9,5/10/1997
0000008188-0001-1,FERNANDO ROSALEZ,TAQUERIA JALISCO #2,740 S PACIFIC AVENUE,SAN PEDRO,90731-3204,740 PACIFIC 90731-3204,,,,722110,Full-service restaurants,15,10/1/2004
0002292511-0001-0,1925 ELYAD EXPRESS INC.,TRIMANA EXPRESS/WATT,1925 CENTURY PARKS  E,LOS ANGELES,90067-2701,1925 CENTURY 90067-2701,POST OFFICE BOX #26387,LOS ANGELES,90026-0387,722110,Full-service restaurants,5,12/15/2007
0000027308-0001-3,"MAE PLOY RESTAURANT, INC.",MAE PLOY RESTAURANT,2606 W SUNSET BLVD,LOS ANGELES,90026-3906,2606 SUNSET 90026-3906,,,,722110,Full-service restaurants,13,1/1/1993
0002756001-0001-6,ZI FA LIN,CHINA BOWL & LOUISIANA FRIED CHICKEN,1601 E IMPERIAL HIGHWAY #101,LOS ANGELES,90059-2519,1601 IMPERIAL 90059-2519,,,,722110,Full-service restaurants,0,6/11/2014
0002383469-0001-2,MERCADO BUENOS AIRES INC,,7542 SEPULVEDA BLVD,VAN NUYS,91405-1658,7542 SEPULVEDA 91405-1658,,,,722110,Full-service restaurants,6,7/15/2008
0002760616-0001-4,KUSH SAKE BAR INC,,1356 ALLISON AVENUE,LOS ANGELES,90026-4401,1356 ALLISON 90026-4401,,,,722110,Full-service restaurants,1,7/1/2014
0000269023-0001-4,NORMA LETICIA DIAZ,PLAYAS EL SALVADOR RESTAURANT,333 N BEAUDRY AVENUE,LOS ANGELES,90012-1562,333 BEAUDRY 90012-1562,,,,722110,Full-service restaurants,1,1/1/2001
0000791031-0001-7,MEXICAN VENTURES INC,BAJA BUDS,11819 WILSHIRE BLVD #102,LOS ANGELES,90025-6627,11819 WILSHIRE 90025-6627,,,,722110,Full-service restaurants,11,9/1/1991
0000118058-0001-3,SENG CHIV LAV/CHUNG MUY UNG,HONG KONG BOWL/LOUISIANA FRIED CHICKEN,5834 S VERMONT AVENUE,LOS ANGELES,90044-3712,5834 VERMONT 90044-3712,,,,722110,Full-service restaurants,9,10/12/2000
0000211207-0001-1,ASHRAF INC,NENOS PIZZA,910 W PACIFIC COAST HIGHWAY,WILMINGTON,90744-2552,910 PACIFIC COAST 90744-2552,,,,722110,Full-service restaurants,15,3/13/1985
0002402949-0001-3,MILAL INC,,3064 W 8TH STREET,LOS ANGELES,90005-1814,3064 8TH 90005-1814,,,,722110,Full-service restaurants,10,1/1/2009
0002647872-0001-7,XEN RESTAURANT LLC,XEN LOUNGE,10628 VENTURA BLVD,STUDIO CITY,91604-3536,10628 VENTURA 91604-3536,,,,722110,Full-service restaurants,2,7/31/2012
0002033506-0003-3,HONEYBEE FOODS CORPORATION,JOLLIBEE PANORAMA MALL,8261 WOODMAN AVENUE,PANORAMA CITY,91402-5426,8261 WOODMAN 91402-5426,,,,722110,Full-service restaurants,6,6/16/2006
0000191345-0001-1,CHUAN YANG ENTERPRISES INC,PLUM TREE INN,913 N BROADWAY,LOS ANGELES,90012-1706,913 BROADWAY 90012-1706,,,,722110,Full-service restaurants,1,7/1/1979
0002729415-0001-3,WOOLEE INC,ESCALA,3451 W 6TH STREET,LOS ANGELES,90020-2539,3451 6TH 90020-2539,,,,722110,Full-service restaurants,10,2/12/2014
0000972084-0001-4,TOSHIHIKO T HOSHI,TOSHI,15489 VENTURA BLVD,SHERMAN OAKS,91403-3014,15489 VENTURA 91403-3014,2926 GRACIA STREET,LOS ANGELES,90039-2304,722110,Full-service restaurants,5,9/16/1999
0000887166-0001-1,JAVIER SANTIAGO GUTIERREZ/ENRIQUETA RUIZ SERNAS,EL SAZON OAXAQUENO,12131 WASHINGTON PLACE #A,LOS ANGELES,90066-5272,12131 WASHINGTON 90066-5272,,,,722110,Full-service restaurants,11,7/29/1998
0000093974-0001-5,MK BLAIR LLP,BLAIR'S,2903 ROWENA AVENUE,LOS ANGELES,90039-2003,2903 ROWENA 90039-2003,3435 GREENSWARD ROAD,LOS ANGELES,90039-2108,722110,Full-service restaurants,4,9/18/2003
0002642226-0001-1,PATRICIA MEDINA,MI POBLANITA,112 E 58TH STREET,LOS ANGELES,90011-5314,112 58TH 90011-5314,1045 S NORTON AVENUE,LOS ANGELES,90019-3202,722110,Full-service restaurants,9,10/1/2012
0002658004-0001-9,1616 AKB LP,SALT AVENUE,1616 ABBOT KINNEY BLVD,VENICE,90291-3745,1616 ABBOT KINNEY 90291-3745,822 WASHINGTON BLVD,MARINA DEL REY,90292-5545,722110,Full-service restaurants,11,3/15/2013
0002228519-0001-5,"PITFIRE WESTWOOD, LLC",PITFIRE PIZZA COMPANY,2018 WESTWOOD BLVD,LOS ANGELES,90025-6329,2018 WESTWOOD 90025-6329,1905 LINCOLN BLVD,VENICE,90291-3909,722110,Full-service restaurants,5,4/15/2007
0002461164-0001-3,"MU GLE LE SSA GLE LE, INC.",,4429 BEVERLY BLVD,LOS ANGELES,90004-1858,4429 BEVERLY 90004-1858,,,,722110,Full-service restaurants,10,3/1/2009
0002703823-0001-4,"HYO & LEE, INC",GREAT KHAN'S MONGOLIAN FESTIVAL,8401 VAN NUYS BLVD #20,PANORAMA CITY,91402-3358,8401 VAN NUYS 91402-3358,7940 COMOLETTE STREET,DOWNEY,90242-4105,722110,Full-service restaurants,6,9/25/2013
0000782242-0001-2,MOVSES AROYAN,THE VILLAGE,6333 W 3RD STREET #334,LOS ANGELES,90036-3187,6333 3RD 90036-3187,,,,722110,Full-service restaurants,4,2/15/2003
0000134481-0001-9,VLAD'S INC,,13640 VANOWEN STREET,VAN NUYS,91405-4265,13640 VANOWEN 91405-4265,,,,722110,Full-service restaurants,2,11/1/2003
0002559623-0001-2,SKY FORTUNE INC,GOLDEN SKY,14429 VICTORY BLVD,VAN NUYS,91401-1440,14429 VICTORY 91401-1440,,,,722110,Full-service restaurants,6,5/10/2011
0002419084-0001-9,SUMMIT VENTURE PARTNERS LLC,CALIFORNIA MEDITERRANEAN GRILL,17334 VENTURA BLVD,ENCINO,91316-3904,17334 VENTURA 91316-3904,24338 DARRIN DRIVE,DIAMOND BAR,91765-1842,722110,Full-service restaurants,5,5/12/2008
0002295356-0001-2,NAKKARA LLC,NAKKARA ON BEVERLY,7669 BEVERLY BLVD,LOS ANGELES,90036-2727,7669 BEVERLY 90036-2727,,,,722110,Full-service restaurants,4,11/9/2007
0000530314-0001-1,YO SOY INC,MCDONALDS #25647,1660 VENICE BLVD,LOS ANGELES,90006-4633,1660 VENICE 90006-4633,9906 HAYVENHURST AVENUE,NORTH HILLS,91343-1163,722110,Full-service restaurants,1,7/25/2001
0002272281-0001-8,3000 LOS FELIZ LLC,THE GRIFFIN,3000 LOS FELIZ BLVD,LOS ANGELES,90039-1505,3000 LOS FELIZ 90039-1505,,,,722110,Full-service restaurants,13,7/27/2007
0002538734-0001-9,SERCANERS ENTERPRISE INC,,621 S BROADWAY,LOS ANGELES,90014-1897,621 BROADWAY 90014-1897,POST OFFICE BOX #10454,GLENDALE,91209-3454,722110,Full-service restaurants,14,1/1/2011
0000218105-0001-5,LEVON ARPEDJIAN,,15031 COMMUNITY STREET,NORTH HILLS,91343-6615,15031 COMMUNITY 91343-6615,,,,722110,Full-service restaurants,6,2/1/2000
0002520158-0001-1,KBKW LLC,MEZZE,401 N LA CIENEGA BLVD,WEST HOLLYWOOD,90048-1906,401 LA CIENEGA 90048-1906,10430 WILSHIRE BLVD #1901,LOS ANGELES,90024-4655,722110,Full-service restaurants,5,6/1/2010
0000310598-0002-0,MASATO KAGAYA,TOKYO BEAT RESTAURANT,319 E 2ND STREET SUITE #205,LOS ANGELES,90012-4250,319 2ND 90012-4250,418 E 2ND STREET,LOS ANGELES,90012-4209,722110,Full-service restaurants,14,7/1/2012
0002602436-0001-6,HENG YI OUK,CHING HAI CHINESE FAST FOOD,1514 S VERMONT AVENUE,LOS ANGELES,90006-4500,1514 VERMONT 90006-4500,,,,722110,Full-service restaurants,1,2/28/2012
